first_name,last_name,age,gender,income,city,signup_date,last_purchase_date,days_since_last_purchase,customer_prefix,customer_num,gender_label,age_scl,income_scl,days_scl,age_minmax,Income_minmax,Days_minmax,recency_score,income_log,income_sqrt,income_power,income_bin,frequent_buyer
Whitney,Shelton,43.0,Male,51305.53,Lauramouth,2023-03-06,2023-06-04,995,CUST,1094,1,-0.07458244740974623,-0.009697814437407953,1.707944774848172,0.4901960784313726,0.4838247256252953,0.988073394495413,0.001004016064257028,10.845573313506462,226.50724050237335,0.019550982606709212,High,0
Mark,Spencer,42.0,Other,35789.88,Mendozamouth,2024-12-31,2025-03-31,329,CUST,1095,2,-0.14142520688074528,-0.9977440741653376,-0.39933994707865605,0.47058823529411764,0.26588694064776086,0.37706422018348623,0.0030303030303030303,10.485448391331502,189.1821344630618,-0.993092341831582,Low,0
Michael,Solomon,62.0,Male,38308.61,East Sheila,2025-12-15,2026-03-15,-20,CUST,1096,1,1.1954299825392356,-0.83734977835662,-1.503607766827099,0.8627450980392156,0.3012658282326488,0.05688073394495413,-0.05263157894736842,10.553456057533245,195.72585419407423,-0.8239269574685038,Low,1
Kevin,Sanders,58.0,Other,17052.28,Melissafurt,2024-11-19,2025-02-17,371,CUST,1097,2,0.9280589446552394,-2.1909661174750314,-0.2664481177679552,0.7843137254901961,0.0026926149317871018,0.4155963302752294,0.002688172043010753,9.744097839576463,130.58437885137715,-2.3388042834123484,Low,0
Sean,Reyes,46.0,Female,50827.34,Kevinland,2023-02-26,2023-05-27,1003,CUST,1098,0,0.1259458310032509,-0.04014925159532921,1.7332575042406864,0.5490196078431373,0.47710791586235224,0.9954128440366974,0.00099601593625498,10.836209352028463,225.44919605090632,-0.010720679572230506,Medium,0
Laura,Garcia,32.0,Male,,Sanchezborough,2023-08-15,2023-11-13,833,CUST,1099,1,-0.8098528015907357,,1.1953620046497544,0.27450980392156865,,0.8394495412844036,0.001199040767386091,,,,,0
Bonnie,Mendoza,62.0,Other,34720.71,Adamside,2025-05-04,2025-08-02,205,CUST,1100,2,1.1954299825392356,-1.0658294859600939,-0.7916872526626301,0.8627450980392156,0.2508690366885693,0.263302752293578,0.0048543689320388345,10.455120418713562,186.3349403627779,-1.0655582084917115,Low,0
Howard,Beasley,18.0,Other,,Joshuaberg,2024-09-24,2024-12-23,427,CUST,1101,2,-1.7456514341847225,,-0.08925901202035402,0.0,,0.46697247706422024,0.002336448598130841,,,,,0
Benjamin,Anderson,42.0,Female,71213.77,Lake Glenn,2025-12-10,2026-03-10,-15,CUST,1102,0,-0.14142520688074528,1.2580713134925183,-1.4877873109567776,0.47058823529411764,0.7634622353913155,0.061467889908256884,-0.07142857142857142,11.173455519706797,266.85908266349117,1.2394561514812585,Very High,1
Louis,Acosta,24.0,Male,42896.17,East Justinland,2023-12-19,2024-03-18,707,CUST,1103,1,-1.3445948773587282,-0.5452110990697413,0.7966865167176518,0.11764705882352944,0.36570416403240813,0.7238532110091744,0.0014124293785310734,10.666561135374199,207.11390585858786,-0.520945618006894,Medium,0
Pamela,Baker,26.0,Male,50408.97,West Sharon,2023-10-11,2024-01-09,776,CUST,1104,1,-1.21090935841673,-0.06679131387969173,1.015008807728089,0.1568627450980392,0.4712313569620773,0.7871559633027523,0.001287001287001287,10.827944251956483,224.51942009545633,-0.03724851226906421,Medium,0
Sherri,Bell,41.0,Other,47973.5,Michaelshire,2023-08-23,2023-11-21,825,CUST,1105,2,-0.20826796635174433,-0.22188356100949821,1.17004927525724,0.4509803921568628,0.4370219659807626,0.8321100917431192,0.0012106537530266344,10.77842489872675,219.02853695352118,-0.19249491481047398,Medium,0
Michelle,Jones,18.0,Male,75592.46,Burtonhaven,2024-12-09,2025-03-09,351,CUST,1106,1,-1.7456514341847225,1.536909021033491,-0.3297299412492413,0.0,0.8249667163317388,0.3972477064220184,0.002840909090909091,11.23312505048909,274.94082999801975,1.4987306314420181,Very High,0
Jeffery,Jensen,61.0,Other,57755.24,Jenniferton,2026-01-13,2026-04-13,-49,CUST,1107,2,1.1285872230682366,0.40102373714630424,-1.595366410874964,0.8431372549019608,0.5744194162214,0.030275229357798167,-0.020833333333333332,10.963986674494901,240.32319904661722,0.4229912582880408,High,1
Jamie,Fisher,,Male,67729.61,Stephenberg,2024-10-15,2025-01-13,406,CUST,1108,1,,1.0361978337289464,-0.15570492667570446,,0.7145226090845009,0.44770642201834865,0.002457002457002457,11.12329349851713,260.24913064215986,1.0310481699295984,Very High,0
Jeremy,Sampson,41.0,Other,55372.58,Blevinsport,2024-02-20,2024-05-20,644,CUST,1109,2,-0.20826796635174433,0.2492944637221586,0.5973487727516005,0.4509803921568628,0.5409518113995221,0.6660550458715597,0.0015503875968992248,10.921857863677783,235.3137905011094,0.2749703319426791,High,0
Jennifer,Moon,28.0,Male,48320.41,Williamsfurt,2025-01-31,2025-05-01,298,CUST,1110,1,-1.077223839474732,-0.19979211605152225,-0.4974267734746496,0.1960784313725491,0.44189477485351736,0.3486238532110092,0.0033444816053511705,10.785630012646532,219.8190392118026,-0.17029439699177304,Medium,0
Claire,Griffin,,Female,54896.35,South Sarah,2023-08-17,2023-11-15,831,CUST,1111,0,,0.218967840585504,1.189033822301626,,0.5342625324237877,0.8376146788990826,0.001201923076923077,10.913220356751552,234.29970123753893,0.24524551089943683,High,0
Melissa,Barrett,,Male,43895.84,South David,2023-10-16,2024-01-14,771,CUST,1112,1,,-0.4815514905801055,0.9991883518577674,,0.37974584875128825,0.7825688073394497,0.0012953367875647669,10.689597614695685,209.51334086401275,-0.4557350509361772,Medium,0
Mary,Ross,25.0,Male,28216.94,Debbiehaven,2023-06-03,2023-09-01,906,CUST,1113,1,-1.2777521178877291,-1.4799936120283357,1.4263406603564488,0.13725490196078433,0.15951500203302224,0.9064220183486238,0.0011025358324145535,10.247713224868482,167.9789867810852,-1.5158655056487962,Low,0
Jennifer,Singleton,52.0,Female,62205.33,West Donald,2024-03-01,2024-05-30,634,CUST,1114,0,0.5270023878292451,0.6844082411762782,0.5657078610109575,0.6666666666666666,0.6369268044101435,0.656880733944954,0.0015748031496062992,11.038212042037955,249.40996371436327,0.6964878368728311,High,0
Robyn,Ewing,52.0,Male,27482.53,New Samuelfurt,2024-11-18,2025-02-16,372,CUST,1115,1,0.5270023878292451,-1.5267612984357237,-0.2632840265938909,0.6666666666666666,0.14919924415853095,0.41651376146788993,0.002680965147453083,10.221342195146065,165.77855711762,-1.5678521671934686,Low,0
Carlos,Robinson,50.0,Female,45967.49,New Michaeltown,2025-09-26,2025-12-25,60,CUST,1116,0,0.3933168688872471,-0.34962752774481554,-1.2504804729019545,0.6274509803921569,0.4088449075885725,0.13027522935779817,0.01639344262295082,10.735711440751537,214.40030317142742,-0.3214581418003695,Medium,1
Valerie,Johnson,22.0,Male,43402.04,Herringshire,2024-10-04,2025-01-02,417,CUST,1117,1,-1.4782803963007263,-0.5129969822645433,-0.12089992376099709,0.07843137254901966,0.3728097759330753,0.4577981651376147,0.0023923444976076554,10.678284763718333,208.33156265914198,-0.48791206782970786,Medium,0
Jennifer,Jones,59.0,Other,59650.31,Arnoldtown,2023-05-21,2023-08-19,919,CUST,1118,2,0.9949017041262385,0.5217029755554335,1.4674738456192848,0.8039215686274509,0.6010381758722929,0.918348623853211,0.0010869565217391304,10.996271388726656,244.23412947415846,0.5399178923460383,High,0
Jennifer,Reed,56.0,Other,73470.57,Velasquezfort,2023-11-06,2024-02-04,750,CUST,1119,2,0.7943734257132413,1.4017857436938954,0.932742437202417,0.7450980392156864,0.7951619703774294,0.763302752293578,0.0013315579227696406,11.20465380765237,271.0545517050027,1.3734433918118152,Very High,0
Lindsey,Calhoun,58.0,Male,68074.56,Benjaminstad,2024-10-15,2025-01-13,406,CUST,1120,1,0.9280589446552394,1.0581644646656552,-0.15570492667570446,0.7843137254901961,0.7193678871700467,0.44770642201834865,0.002457002457002457,11.128373543729206,260.91101931501476,1.051768239711772,Very High,0
Jack,Kennedy,45.0,Male,60086.38,Elizabethbury,2025-03-31,2025-06-29,239,CUST,1121,1,0.059103071532251854,0.5494721848685824,-0.6841081527444437,0.5294117647058824,0.6071633546366472,0.2944954128440367,0.004166666666666667,11.003555115112642,245.12523329922604,0.5667260677092615,High,0
Andrea,Charles,24.0,Male,40551.93,Molinaland,2024-11-13,2025-02-11,377,CUST,1122,1,-1.3445948773587282,-0.6944937629545672,-0.24746357072356936,0.11764705882352944,0.33277621882510233,0.42110091743119266,0.0026455026455026454,10.610363313406676,201.3750977653394,-0.6749799927402977,Low,0
Alexander,Rodriguez,26.0,Other,47247.96,Lake Heather,2025-06-06,2025-09-04,172,CUST,1123,2,-1.21090935841673,-0.2680864002900313,-0.8961022614067522,0.1568627450980392,0.426830798964711,0.23302752293577983,0.005780346820809248,10.763185922097641,217.36595869638833,-0.23902186042680262,Medium,0
Erin,Johnson,25.0,Male,45060.89,Merrittmouth,2024-03-14,2024-06-12,621,CUST,1124,1,-1.2777521178877291,-0.40736038064297575,0.5245746757481214,0.13725490196078433,0.3961105138725095,0.644954128440367,0.001607717041800643,10.715792157181175,212.27550494581328,-0.38008047414006196,Medium,0
Julian,Wall,29.0,Other,42945.78,South Sheila,2026-01-03,2026-04-03,-39,CUST,1125,2,-1.010381080003733,-0.5420519033579855,-1.563725499134321,0.21568627450980393,0.36640100196783054,0.03944954128440367,-0.02631578947368421,10.667716953705552,207.23363626593053,-0.5177028999109252,Medium,1
Craig,Smith,51.0,Female,43963.23,Caldwellburgh,2025-05-20,2025-08-18,189,CUST,1126,0,0.46015962835824614,-0.47726005338971567,-0.842312711447659,0.6470588235294118,0.3806924302563903,0.2486238532110092,0.005263157894736842,10.691131627728195,209.6741042665975,-0.451348967323141,Medium,0
Jonathan,Harding,50.0,Other,43562.93,Coleview,2023-10-21,2024-01-19,766,CUST,1127,2,0.3933168688872471,-0.5027514068147474,0.9833678959874459,0.6274509803921569,0.37506968835859633,0.7779816513761468,0.001303780964797914,10.681984793362957,208.7173447512209,-0.47742077459879456,Medium,0
Gavin,Briggs,65.0,Other,42898.61,Laurenmouth,2023-10-29,2024-01-27,758,CUST,1128,2,1.3959582609522327,-0.5450557183493887,0.9580551665949315,0.9215686274509803,0.3657384370532192,0.7706422018348624,0.0013175230566534915,10.666618013965694,207.11979625327947,-0.5207861132016602,Medium,0
Lance,Lee,40.0,Female,64278.25,Cassandraberg,2025-10-25,2026-01-23,31,CUST,1129,0,-0.2751107258227434,0.816413078402899,-1.3422391169498196,0.43137254901960786,0.6660437020738333,0.10366972477064221,0.03125,11.070992152079585,253.53155622131143,0.8226447922800284,Very High,1
Rodney,Hernandez,41.0,Other,34180.45,Lake Sarah,2026-01-23,2026-04-23,-59,CUST,1130,2,-0.20826796635174433,-1.1002335793935376,-1.6270073226156072,0.4509803921568628,0.24328037184294812,0.02110091743119266,-0.017241379310344827,10.439438378239055,184.87955538674362,-1.1023316674228696,Low,1
Amanda,Campbell,54.0,Male,39057.89,Maryfort,2025-06-12,2025-09-10,166,CUST,1131,1,0.6606879067712432,-0.7896351610838056,-0.9150868084511381,0.7058823529411765,0.31179045488560664,0.22752293577981653,0.005988023952095809,10.572825786208135,197.63069093640289,-0.774003600535022,Low,0
Michelle,Sherman,52.0,Male,26248.9,Tammyside,2024-07-15,2024-10-13,498,CUST,1132,1,0.5270023878292451,-1.6053196255047257,0.13539146133821175,0.6666666666666666,0.13187128241140242,0.5321100917431193,0.002004008016032064,10.175417458488704,162.01512275093336,-1.6557589258914522,Low,0
Vincent,Fox,61.0,Other,71232.24,Whiteview,2024-04-13,2024-07-12,591,CUST,1133,2,1.1285872230682366,1.2592474946010879,0.42965194052619227,0.8431372549019608,0.7637216709217983,0.6174311926605505,0.0016891891891891893,11.17371484239026,266.8936866994047,1.2405558687009741,Very High,0
Raymond,Lee,57.0,Male,38052.46,Davidshire,2023-12-05,2024-03-04,721,CUST,1134,1,0.8612161851842404,-0.8536615699624702,0.8409837931545522,0.7647058823529412,0.2976678633635008,0.736697247706422,0.0013850415512465374,10.546747292138596,195.07039754919248,-0.8410349637190467,Low,0
Christine,Mclaughlin,39.0,Other,59911.63,West Jaredborough,2023-11-19,2024-02-17,737,CUST,1135,2,-0.3419534852937424,0.5383439959826862,0.8916092519395811,0.4117647058823529,0.6047087602158641,0.7513761467889908,0.0013550135501355014,11.000642613296536,244.76852330314043,0.5559873207932514,High,0
Christopher,Lewis,44.0,Male,57129.78,East Tammieside,2025-01-05,2025-04-05,324,CUST,1136,1,-0.007739687938747193,0.36119405462514464,-0.4151604029489776,0.5098039215686275,0.565634004911397,0.3724770642201835,0.003076923076923077,10.953098304697248,239.01836749505256,0.3842458108674392,High,0
Eric,West,52.0,Male,69782.58,Lake Holly,2024-11-27,2025-02-25,363,CUST,1137,1,0.5270023878292451,1.166932242524817,-0.2917608471604696,0.6666666666666666,0.7433592826641015,0.408256880733945,0.0027472527472527475,11.15315401752335,264.1639263790573,1.154080984237204,Very High,0
Teresa,Sosa,,Other,46849.75,New Thomasberg,2024-02-23,2024-05-23,641,CUST,1138,2,,-0.29344466121279367,0.5878564992294076,,0.42123741387572644,0.6633027522935779,0.001557632398753894,10.75472229607632,216.44803071407233,-0.26461388584115614,Medium,0
Megan,Calderon,,Male,35786.9,Humphreyburgh,2025-02-11,2025-05-12,287,CUST,1139,1,,-0.9979338424221612,-0.5322317763893569,,0.2658450826141475,0.33853211009174317,0.003472222222222222,10.48536512643088,189.1742582911322,-0.9932937599186633,Low,0
Bonnie,Merritt,54.0,Other,26663.75,Devinville,2024-01-11,2024-04-10,684,CUST,1140,2,0.6606879067712432,-1.5789017190136583,0.7239124197141728,0.7058823529411765,0.13769839826526156,0.7027522935779817,0.00145985401459854,10.191097747404777,163.29038550998646,-1.626114038847944,Low,0
Michael,Freeman,64.0,Male,16860.5846,North Jimmy,2023-03-01,2023-05-30,1000,CUST,1141,1,1.3291155014812337,-2.203173399991526,1.7237652307184934,0.9019607843137255,0.0,0.9926605504587156,0.000999000999000999,9.732793212904586,129.84831381269453,-2.3536727094553798,Low,0
Alexander,Jones,31.0,Male,52420.3,East Samuelchester,2025-12-31,2026-03-31,-36,CUST,1142,1,-0.8766955610617347,0.061291433770492336,-1.554233225612128,0.2549019607843137,0.4994831417766913,0.04220183486238532,-0.02857142857142857,10.867068276264662,228.95479903247278,0.08992042641614868,High,1
Shawna,Brown,20.0,Female,61632.09,New Dawn,2025-06-21,2025-09-19,157,CUST,1143,0,-1.6119659152427244,0.6479039607931526,-0.9435636290177168,0.03921568627450983,0.6288748919307744,0.21926605504587157,0.006329113924050633,11.02895418061927,248.25811164995193,0.6614648588475204,High,0
Mary,Cole,18.0,Female,57075.32,Lake Brenda,2024-01-29,2024-04-28,666,CUST,1144,0,-1.7456514341847225,0.357726007891377,0.6669587785810153,0.0,0.564869042323953,0.6862385321100917,0.0014992503748125937,10.952144598594424,238.90441603285612,0.3808684824765525,High,0
Stacey,Smith,22.0,Other,27053.54,Kylestad,2025-10-19,2026-01-17,37,CUST,1145,2,-1.4782803963007263,-1.554079648937358,-1.3232545699054337,0.07843137254901966,0.14317351333980846,0.10917431192660551,0.02631578947368421,10.205610107529779,164.47960359874412,-1.5983372777573186,Low,1
Douglas,Kim,43.0,Female,65582.39,Lake Ariel,2025-06-05,2025-09-03,173,CUST,1146,0,-0.07458244740974623,0.8994615262063479,-0.892938170232688,0.4901960784313726,0.684362069844478,0.23394495412844038,0.005747126436781609,11.091077741651828,256.09058944053373,0.9016292749779601,Very High,0
Lindsay,Wagner,31.0,Other,39526.76,Conniefurt,2023-11-04,2024-02-02,752,CUST,1147,2,-0.8766955610617347,-0.7597772273331321,0.9390706195505456,0.2549019607843137,0.318376352946108,0.7651376146788991,0.0013280212483399733,10.584758488861738,198.8133798314389,-0.7428533829835773,Low,0
Kevin,Bean,56.0,Female,36396.45,Lake Christopher,2025-12-17,2026-03-17,-22,CUST,1148,0,0.7943734257132413,-0.9591173186144474,-1.5099359491752278,0.7450980392156864,0.2744070169728793,0.05504587155963303,-0.047619047619047616,10.502253996225814,190.77853652861475,-0.9521581994289025,Low,1
James,Christensen,44.0,Male,39190.52,East Nancyton,2025-02-19,2025-05-20,279,CUST,1149,1,-0.007739687938747193,-0.7811892000426818,-0.5575445057818714,0.5098039215686275,0.313653418307801,0.33119266055045876,0.0035714285714285713,10.576215675845983,197.9659566693223,-0.7651851354762929,Low,0
Anthony,Roberts,26.0,Other,51176.13,Ewingview,2025-03-26,2025-06-24,244,CUST,1150,2,-1.21090935841673,-0.017938087065934347,-0.6682876968741222,0.1568627450980392,0.4820071318167154,0.29908256880733947,0.004081632653061225,10.84304803154901,226.22141808414162,0.011364507771368335,Medium,0
Lacey,Jones,32.0,Other,27729.48,Mitchellstad,2024-11-23,2025-02-21,367,CUST,1151,2,-0.8098528015907357,-1.5110353685623499,-0.27910448246421243,0.27450980392156865,0.15266798288363767,0.4119266055045872,0.002717391304347826,10.23028744823282,166.5217102962854,-1.550343087912599,Low,0
Desiree,Eaton,32.0,Male,49444.46,Lake Laurabury,2023-10-12,2024-01-10,775,CUST,1152,1,-0.8098528015907357,-0.12821191166129853,1.0118447165540247,0.27450980392156865,0.45768354085455476,0.7862385321100918,0.001288659793814433,10.808625522927072,222.36110271358163,-0.09856111514547157,Medium,0
John,Robinson,43.0,Other,56441.72,Melissafurt,2024-08-18,2024-11-16,464,CUST,1153,2,-0.07458244740974623,0.317377965098222,0.02781236142002532,0.4901960784313726,0.5559692939691135,0.5009174311926605,0.002150537634408602,10.9409815975766,237.57466194861775,0.34153205967215533,High,0
Kevin,Singleton,59.0,Other,66609.86,Weissberg,2023-04-02,2023-07-01,968,CUST,1154,2,0.9949017041262385,0.964891456018032,1.6225143131484356,0.8039215686274509,0.6987942422594827,0.963302752293578,0.0010319917440660474,11.106622906298208,258.08886066624416,0.9636536082816406,Very High,0
Victoria,Johnson,30.0,Female,52639.35,Harmonmouth,2025-04-30,2025-07-29,209,CUST,1155,0,-0.9435383205327338,0.07524067425950817,-0.7790308879663729,0.23529411764705888,0.5025599881736729,0.2669724770642202,0.004761904761904762,10.871238214913266,229.43266986198805,0.10371530688507692,High,0
Justin,Singh,68.0,Other,29905.57,South Robert,2025-07-19,2025-10-17,129,CUST,1156,2,1.5964865393652299,-1.3724606014509912,-1.0321581818915173,0.9803921568627451,0.18323403938219,0.19357798165137616,0.007692307692307693,10.305833467682612,172.93226997874052,-1.3972637519462874,Low,0
Dawn,Barnes,49.0,Male,52233.35,Jacksonstad,2024-03-31,2024-06-29,604,CUST,1157,1,0.32647410941624805,0.049386341282833694,0.47078512578902826,0.607843137254902,0.4968571822518534,0.6293577981651377,0.001652892561983471,10.863495603430424,228.54616601465884,0.07813867205702274,High,0
Cheryl,Jimenez,56.0,Female,34096.13,East Dawnton,2024-09-16,2024-12-15,435,CUST,1158,0,0.7943734257132413,-1.1056031295329298,-0.06394628262783958,0.7450980392156864,0.24209598614017022,0.47431192660550464,0.0022935779816513763,10.436968495506727,184.65137421638647,-1.1080806365470022,Low,0
Jay,Anderson,66.0,Female,33230.82,South Jamieville,2025-06-02,2025-08-31,176,CUST,1159,0,1.4628010204232318,-1.1607066095034868,-0.883445896710495,0.9411764705882354,0.2299415649770923,0.23669724770642203,0.005649717514124294,10.411263129635168,182.29322532666978,-1.167230593121701,Low,0
Jack,Castro,69.0,Male,29559.45,North Ryanberg,2025-12-05,2026-03-05,-10,CUST,1160,1,1.663329298836229,-1.3945017387167216,-1.471966855086456,1.0,0.17837232710223885,0.06605504587155964,-0.1111111111111111,10.294192598220961,171.92861890912752,-1.4214708814245312,Low,1
Todd,Caldwell,49.0,Male,,New Richard,2024-12-10,2025-03-10,350,CUST,1161,1,0.32647410941624805,,-0.3328940324233056,0.607843137254902,,0.3963302752293578,0.002849002849002849,,,,,0
Rebecca,Nichols,21.0,Female,41492.55,Denisehaven,2023-06-28,2023-09-26,881,CUST,1162,0,-1.5451231557717253,-0.6345944952587061,1.3472383810048412,0.05882352941176472,0.3459884683477178,0.8834862385321101,0.0011337868480725624,10.63329327245284,203.6972017480849,-0.6129821225412823,Medium,0
David,Clarke,47.0,Other,66933.33,Schroederside,2024-11-15,2025-02-13,375,CUST,1163,2,0.19278859047424995,0.9854902271706549,-0.253791753071698,0.5686274509803921,0.7033378053913324,0.4192660550458716,0.0026595744680851063,11.111467268458988,258.71476571699577,0.9831436378710321,Very High,0
Adam,Parrish,54.0,Female,83847.26,East Andrewshire,2024-04-02,2024-07-01,602,CUST,1164,0,0.6606879067712432,2.0625798285602204,0.46445694344089966,0.7058823529411765,0.940916278704733,0.6275229357798164,0.001658374792703151,11.336764015694362,289.5639134975213,1.9801734226010677,Very High,0
Cynthia,Murphy,40.0,Male,41396.22,Sabrinashire,2024-04-14,2024-07-13,590,CUST,1165,1,-0.2751107258227434,-0.6407288496814724,0.42648784935212797,0.43137254901960786,0.3446353863416861,0.6165137614678899,0.001692047377326565,10.630969007800307,203.46061043848266,-0.6193194016964773,Medium,0
Alicia,Jackson,56.0,Female,66291.58,Whitneymouth,2024-08-10,2024-11-08,472,CUST,1166,0,0.7943734257132413,0.9446231872992735,0.05312509081253977,0.7450980392156864,0.6943235795284562,0.5082568807339449,0.0021141649048625794,11.101833254375498,257.47151298735946,0.9444592631451975,Very High,0
Michael,Gray,62.0,Male,44081.27,Gordonhaven,2026-01-25,2026-04-25,-61,CUST,1167,1,1.1954299825392356,-0.4697431926395519,-1.633335504963736,0.8627450980392156,0.3823504578697192,0.01926605504587156,-0.016666666666666666,10.693812939778534,209.955400025815,-0.44366930779398633,Medium,1
Jimmy,Vasquez,32.0,Female,25238.96,Roseshire,2024-04-09,2024-07-08,595,CUST,1168,0,-0.8098528015907357,-1.6696332339935502,0.4423083052224495,0.27450980392156865,0.11768534198607625,0.6211009174311928,0.0016778523489932886,10.13618373186784,158.86774373673217,-1.7282932485433542,Low,0
Christopher,Warren,60.0,Other,,Port Jacobville,2024-11-30,2025-02-28,360,CUST,1169,2,1.0617444635972375,,-0.3012531206826626,0.823529411764706,,0.4055045871559633,0.002770083102493075,,,,,0
Gary,Rhodes,46.0,Female,,Buchananville,2025-08-07,2025-11-05,110,CUST,1170,0,0.1259458310032509,,-1.0922759141987393,0.5490196078431373,,0.1761467889908257,0.009009009009009009,,,,,0
Leslie,Rojas,53.0,Female,77270.29,Gregoryhaven,2023-09-22,2023-12-21,795,CUST,1171,0,0.5938451473002442,1.6437542808814058,1.0751265400353107,0.6862745098039217,0.8485340534248579,0.8045871559633029,0.001256281407035176,11.255077755495146,277.97534063294177,1.597339609182838,Very High,0
David,Maynard,30.0,Male,26979.82,Woodsfurt,2025-11-27,2026-02-25,-2,CUST,1172,1,-0.9435383205327338,-1.5587741844719405,-1.4466541256939416,0.23529411764705888,0.14213801862907807,0.07339449541284404,-1.0,10.20288152218351,164.25534998897297,-1.6035849414866716,Low,1
Ryan,Baxter,49.0,Male,88053.60879999999,Carrollview,2025-09-23,2025-12-22,63,CUST,1173,1,0.32647410941624805,2.330442741100208,-1.2409881993797616,0.607843137254902,1.0000000000000002,0.13302752293577982,0.015625,11.385712455541444,296.7382833407243,2.2221029634823797,Very High,1
Andrew,Pennington,24.0,Male,73875.76,East Laurie,2023-10-17,2024-01-15,770,CUST,1174,1,-1.3445948773587282,1.427588495365862,0.9960242606837032,0.11764705882352944,0.8008533987800451,0.7816513761467889,0.0012970168612191958,11.210153578451685,271.80095658404144,1.3974188274285901,Very High,0
Andre,Norris,68.0,Female,49731.15,Nathanshire,2025-06-15,2025-09-13,163,CUST,1175,0,1.5964865393652299,-0.10995531382611905,-0.9245790819733309,0.9803921568627451,0.46171048033663964,0.22477064220183487,0.006097560975609756,10.814406884234932,223.00482057569965,-0.08031378831557325,Medium,0
Dean,Barrera,39.0,Other,,Brandonburgh,2025-03-14,2025-06-12,256,CUST,1176,2,-0.3419534852937424,,-0.6303186027853505,0.4117647058823529,,0.3100917431192661,0.0038910505836575876,,,,,0
Mark,Bonilla,45.0,Male,39262.85,West Lisa,2023-11-09,2024-02-07,747,CUST,1177,1,0.059103071532251854,-0.7765831805742017,0.9232501636802241,0.5294117647058824,0.3146693886337252,0.7605504587155965,0.001336898395721925,10.578059527209943,198.1485553820668,-0.7603782880129182,Low,0
Kevin,Williams,19.0,Male,51645.99,West Christopher,2025-12-11,2026-03-11,-16,CUST,1178,1,-1.6788086747137234,0.011982890501603307,-1.4909514021308419,0.019607843137254943,0.48860693573402103,0.060550458715596334,-0.06666666666666667,10.852187195986119,227.2575411290019,0.04107200330701472,High,1
Katie,Medina,,Female,47240.96,Kevinport,2025-02-09,2025-05-10,289,CUST,1179,0,,-0.2685321646516981,-0.5259035940412283,,0.4267324747246797,0.3403669724770642,0.0034482758620689655,10.763037759713091,217.34985622263474,-0.23947139000006054,Medium,0
Christopher,Jackson,62.0,Male,57706.93,Loganmouth,2025-04-13,2025-07-12,226,CUST,1180,1,1.1954299825392356,0.3979473262445725,-0.7252413380072796,0.8627450980392156,0.5737408385019837,0.28256880733944956,0.004405286343612335,10.96314987806153,240.22266753993054,0.4200013578478213,High,0
Elizabeth,Williams,23.0,Other,45584.5,West Nathaniel,2026-01-14,2026-04-14,-50,CUST,1181,2,-1.4114376368297272,-0.374016569584068,-1.5985305020490284,0.09803921568627455,0.40346530749005616,0.029357798165137616,-0.02040816326530612,10.727344962479195,213.50526925581954,-0.3461967101749019,Medium,1
Kayla,Ortiz,45.0,Other,71224.46,Jonesbury,2025-01-14,2025-04-14,315,CUST,1182,2,0.059103071532251854,1.258752059353407,-0.44363722351555634,0.5294117647058824,0.7636123905521633,0.3642201834862386,0.0031645569620253164,11.173605617751711,266.87911120955124,1.2400926482533754,Very High,0
Hector,Lynch,45.0,Male,,West Rhondaberg,2024-08-27,2024-11-25,455,CUST,1183,1,0.059103071532251854,,-0.0006644591465534397,0.5294117647058824,,0.49266055045871565,0.0021929824561403508,,,,,0
Kelsey,Vazquez,61.0,Male,46147.74,Lopezberg,2024-09-23,2024-12-22,428,CUST,1184,1,1.1285872230682366,-0.33814909543189536,-0.08609492084628972,0.8431372549019608,0.41137675676938024,0.46788990825688076,0.002331002331002331,10.739624937283095,214.82025044208473,-0.3098283641612994,Medium,0
Jason,Schmidt,61.0,Female,65364.3,Robertoberg,2024-02-04,2024-05-04,660,CUST,1185,0,1.1285872230682366,0.8855734191155034,0.6479742315366295,0.8431372549019608,0.6812987079147006,0.6807339449541285,0.0015128593040847202,11.087746815597606,255.66442849954706,0.8884410807156841,Very High,0
Matthew,Harris,37.0,Other,25662.15,West Kennethtown,2025-05-06,2025-08-04,203,CUST,1186,2,-0.4756390042357405,-1.642684231105868,-0.7980154350107587,0.37254901960784315,0.12362960414877286,0.26146788990825687,0.004901960784313725,10.15281138979356,160.19410101498744,-1.6978356612593768,Low,0
Devin,Pugh,47.0,Other,55114.83,Dorothyborough,2024-07-23,2024-10-21,490,CUST,1187,2,0.19278859047424995,0.23288078311935603,0.1100787319456973,0.5686274509803921,0.5373313724183669,0.5247706422018349,0.002036659877800407,10.917192249705234,234.76547872291616,0.2588882386648824,High,0
Daniel,Mccarty,28.0,Male,50383.57,Amandamouth,2025-09-10,2025-12-09,76,CUST,1188,1,-1.077223839474732,-0.06840880170631136,-1.1998550141169257,0.1960784313725491,0.47087458043396346,0.14495412844036698,0.012987012987012988,10.827440256392087,224.46284770536082,-0.038860368176336445,Medium,1
Ana,Boyle,45.0,Female,28837.24,Kimberlymouth,2023-12-13,2024-03-12,713,CUST,1189,0,0.059103071532251854,-1.4404925215223474,0.8156710637620377,0.5294117647058824,0.16822793433180225,0.7293577981651376,0.0014005602240896359,10.269457563184414,169.81531144157762,-1.4721504154312568,Low,0
